organisation,wikidata,name,website,statistical-geography,toid,opendatacommunities,esd-inventories,start-date,end-date
government-organisation:PB465,,Traffic Commissioners for Great Britain,https://www.gov.uk/government/organisations/traffic-commissioners,,,,,,
government-organisation:PB466,,Railway Heritage Committee,https://www.gov.uk/government/organisations/railway-heritage-committee,,,,,,2013-04-01
government-organisation:PB474,,National Institute for Health and Care Excellence,https://www.gov.uk/government/organisations/national-institute-for-clinical-excellence,,,,,,
government-organisation:PB477,,Review Board for Government Contracts,https://www.gov.uk/government/organisations/review-board-for-government-contracts,,,,,,2015-03-31
government-organisation:PB481,,NHS England,https://www.gov.uk/government/organisations/nhs-commissioning-board,,,,,,
government-organisation:PB491,,Advisory Panel on Public Sector Information,https://www.gov.uk/government/organisations/advisory-panel-on-public-sector-information,,,,,,2015-10
government-organisation:PB500,,The Shareholder Executive,https://www.gov.uk/government/organisations/the-shareholder-executive,,,,,,2016-04
government-organisation:PB501,,West Northamptonshire Development Corporation,https://www.gov.uk/government/organisations/the-west-northamptonshire-development-corporation,,,,,,2014-07-13
government-organisation:PB503,,Local Government Ombudsman,https://www.gov.uk/government/organisations/local-government-ombudsman,,,,,,
government-organisation:PB508,,Board of Trustees of the Royal Botanic Gardens Kew,https://www.gov.uk/government/organisations/board-of-trustees-of-the-royal-botanic-gardens-kew,,,,,,
government-organisation:PB509,,Disclosure and Barring Service,https://www.gov.uk/government/organisations/disclosure-and-barring-service,,,,,,
government-organisation:PB510,,Social Mobility and Child Poverty Commission,https://www.gov.uk/government/organisations/social-mobility-and-child-poverty-commission,,,,,,
government-organisation:PB516,,Criminal Procedure Rule Committee,https://www.gov.uk/government/organisations/criminal-procedure-rule-committee,,,,,,
government-organisation:PB521,,Insolvency Practitioners Tribunal,https://www.gov.uk/government/organisations/insolvency-practitioners-tribunal,,,,,,
government-organisation:PB523,,Administration of Radioactive Substances Advisory Committee,https://www.gov.uk/government/organisations/administration-of-radioactive-substances-advisory-committee,,,,,,
government-organisation:PB524,,British Pharmacopoeia Commission,https://www.gov.uk/government/organisations/british-pharmacopoeia,,,,,,
government-organisation:PB525,,Commission on Human Medicines,https://www.gov.uk/government/organisations/commission-on-human-medicines,,,,,,
government-organisation:PB526,,"Committee on Mutagenicity of Chemicals in Food, Consumer Products and the Environment",https://www.gov.uk/government/organisations/committee-on-mutagenicity-of-chemicals-in-food-consumer-products-and-the-environment,,,,,,
government-organisation:PB527,,Independent Reconfiguration Panel,https://www.gov.uk/government/organisations/independent-reconfiguration-panel,,,,,,
government-organisation:PB530,,Review Body on Doctors' and Dentists' Remuneration,https://www.gov.uk/government/organisations/review-body-on-doctors-and-dentists-remuneration,,,,,,
government-organisation:PB531,,NHS Pay Review Body,https://www.gov.uk/government/organisations/nhs-pay-review-body,,,,,,
government-organisation:PB534,,Animals in Science Committee,https://www.gov.uk/government/organisations/animals-in-science-committee,,,,,,
government-organisation:PB558,,National Crime Agency,https://www.gov.uk/government/organisations/national-crime-agency,,,,,,
government-organisation:PB57,,Marine Management Organisation,https://www.gov.uk/government/organisations/marine-management-organisation,,,,,,
government-organisation:PB571,,Tate,https://www.gov.uk/government/organisations/tate,,,,,,
government-organisation:PB573,,Advisory Committee on Animal Feedingstuffs,https://www.gov.uk/government/organisations/advisory-committee-on-animal-feedingstuffs,,,,,,
government-organisation:PB574,,Advisory Committee on Novel Foods and Processes,https://www.gov.uk/government/organisations/advisory-committee-on-novel-foods-and-processes,,,,,,
government-organisation:PB575,,Advisory Committee on the Microbiological Safety of Food,https://www.gov.uk/government/organisations/advisory-committee-on-the-microbiological-safety-of-food,,,,,,
government-organisation:PB576,,"Committee on Toxicity of Chemicals in Food, Consumer Products and the Environment",https://www.gov.uk/government/organisations/committee-on-toxicity-of-chemicals-in-food-consumer-products-and-the-environment,,,,,,
government-organisation:PB577,,General Advisory Committee on Science,https://www.gov.uk/government/organisations/general-advisory-committee-on-science,,,,,,
government-organisation:PB578,,Social Science Research Committee,https://www.gov.uk/government/organisations/social-science-research-committee,,,,,,
government-organisation:PB580,,National Crime Agency Remuneration Review Body,https://www.gov.uk/government/organisations/national-crime-agency-remuneration-review-body,,,,,,
government-organisation:PB842,,Commission for Architecture and the Built Environment (CABE),https://www.gov.uk/government/organisations/commission-for-architecture-and-the-built-environment-cabe,,,,,,
government-organisation:PB870,,Food Safety Promotion Board,https://www.gov.uk/government/organisations/food-safety-promotion-board,,,,,,
government-organisation:PB973,,Council on Tribunals,https://www.gov.uk/government/organisations/council-on-tribunals,,,,,,
government-organisation:PC1059,,Office for Nuclear Regulation,https://www.gov.uk/government/organisations/office-for-nuclear-regulation,,,,,,
government-organisation:PC163,,Architects Registration Board,https://www.gov.uk/government/organisations/architects-registration-board,,,,,,
government-organisation:PC259,,UK Financial Investments Limited,https://www.gov.uk/government/organisations/uk-financial-investments-limited,,,,,,
government-organisation:PC343,,Audit Commission,https://www.gov.uk/government/organisations/audit-commission,,,,,,2015-03-31
government-organisation:PC386,,Channel 4,https://www.gov.uk/government/organisations/channel-4,,,,,,
government-organisation:PC387,,S4C,https://www.gov.uk/government/organisations/s4c,,,,,,
government-organisation:PC388,,BBC,https://www.gov.uk/government/organisations/bbc,,,,,,
government-organisation:PC389,,Historic Royal Palaces,https://www.gov.uk/government/organisations/historic-royal-palaces,,,,,,
government-organisation:PC390,,Heritage Lottery Fund (administered by the NHMF),https://www.gov.uk/government/organisations/heritage-lottery-fund,,,,,,
government-organisation:PC427,,BBC World Service,https://www.gov.uk/government/organisations/bbc-world-service,,,,,,
government-organisation:PC467,,BRB (Residuary) Ltd,https://www.gov.uk/government/organisations/brb-residuary-ltd,,,,,,
government-organisation:PC468,,Trust ports,https://www.gov.uk/government/organisations/trust-ports,,,,,,
government-organisation:PC469,,Civil Aviation Authority,https://www.gov.uk/government/organisations/civil-aviation-authority,,,,,,
government-organisation:PC472,,Marine Accident Investigation Branch,https://www.gov.uk/government/organisations/marine-accident-investigation-branch,,,,,,
government-organisation:PC493,,London and Continental Railways Ltd,https://www.gov.uk/government/organisations/london-and-continental-railways-ltd,,,,,,
government-organisation:PC970,,Royal Mail,https://www.gov.uk/government/organisations/royal-mail,,,,,,
local-authority-eng:ADU,Q379103,Adur District Council,https://www.adur-worthing.gov.uk,E07000223,7000000000016223,http://opendatacommunities.org/id/geography/administration/nmd/E07000223,,,
local-authority-eng:ALL,Q1532953,Allerdale Borough Council,https://www.allerdale.gov.uk,E07000026,7000000000013065,http://opendatacommunities.org/id/geography/administration/nmd/E07000026,,,
local-authority-eng:AMB,Q457014,Amber Valley Borough Council,https://www.ambervalley.gov.uk,E07000032,7000000000013404,http://opendatacommunities.org/id/geography/administration/nmd/E07000032,,,
local-authority-eng:ARU,Q1725997,Arun District Council,https://www.arun.gov.uk,E07000224,7000000000016438,http://opendatacommunities.org/id/geography/administration/nmd/E07000224,,,
local-authority-eng:ASF,Q894074,Ashford Borough Council,https://www.ashford.gov.uk,E07000105,7000000000018232,http://opendatacommunities.org/id/geography/administration/nmd/E07000105,,,
local-authority-eng:ASH,Q600996,Ashfield District Council,https://www.ashfield-dc.gov.uk,E07000170,7000000000007969,http://opendatacommunities.org/id/geography/administration/nmd/E07000170,,,
local-authority-eng:AYL,Q793056,Aylesbury Vale District Council,https://www.aylesburyvaledc.gov.uk,E07000004,7000000000011903,http://opendatacommunities.org/id/geography/administration/nmd/E07000004,,,
local-authority-eng:BAB,Q797643,Babergh District Council,https://www.babergh.gov.uk,E07000200,7000000000015692,http://opendatacommunities.org/id/geography/administration/nmd/E07000200,,,
local-authority-eng:BAE,Q810508,Bassetlaw District Council,https://www.bassetlaw.gov.uk,E07000171,7000000000008122,http://opendatacommunities.org/id/geography/administration/nmd/E07000171,,,
local-authority-eng:BAI,Q810056,Basildon Borough Council,https://www.basildon.gov.uk,E07000066,7000000000019739,http://opendatacommunities.org/id/geography/administration/nmd/E07000066,,,
local-authority-eng:BAN,Q810185,Basingstoke and Deane Borough Council,https://www.basingstoke.gov.uk,E07000084,7000000000017653,http://opendatacommunities.org/id/geography/administration/nmd/E07000084,,,
local-authority-eng:BAR,Q894075,Barrow-in-Furness Borough Council,https://www.barrowbc.gov.uk,E07000027,7000000000012941,http://opendatacommunities.org/id/geography/administration/nmd/E07000027,1532,,
local-authority-eng:BAS,Q810793,Bath and North East Somerset Council,https://www.bathnes.gov.uk,E06000022,7000000000025554,http://opendatacommunities.org/id/geography/administration/ua/E06000022,,,
local-authority-eng:BBD,Q880782,Blackburn with Darwen Borough Council,https://www.blackburn.gov.uk,E06000008,7000000000038840,http://opendatacommunities.org/id/geography/administration/ua/E06000008,,,
